label,text-cat,pm-cat,sa-cat,cond-cat,Gloss of PM,Notes,Speech token
res, I would plant things in it as you go along especially if you ARE concreting it ,q,D,Y,,especially if,S1B-025 013
res,I would also play around with some of the Alpine Phloxes because they would just about if you introduce them at the top of the wall would just about reach the base of the wall ,r,D,Y,you should plant some Alpine Phloxes,,S1B-025 022
res," if you do plant Aubretia get several colours, named varieties ",p --> q,D,Y,,,S1B-025 034
inf," when you're budding of course you want to put three, four or five buds onto the top of that stalk to make sure that once they do grow even if one or two die you've still got plenty left to give you a good head ",q,D,Y,,,S1B-025 062
inf, If you've never budded roses before the secret really is to make sure that the buds don't dry out at all ,q,D,N,,,S1B-025 077
ifh," after you've removed them from the parent plant, wrap them even if for a very short period of time in damp tissue paper paper ",q,D,Y,,even if,S1B-025 079
ifh,(084) The very first time you do it you'll chop a little bit too much and make a mess of it (085) for that reason if for none other then I should put several around the top of the stem ,q,D,N,,,S1B-025 085
res, if she recommends MY book after that I shall be very surprised ,p',A,Y,I don't expect her to recommend my book after I said that,,S1B-025 127
res, If she'd said `father' or `mother' I should have thought `pooh pooh' and just laughed it off ,r,A,Y,I didn't laugh it off,,S1B-026 036
res, if nothing comes you've had it chum ,p --> q,C,Y,,,S1B-026 063
inf," if you're in this kind of work you've to have plenty of other interests on the other side, YOUR side of life ",q',A,Y,it was important for me to have other interests,,S1B-026 228
inf, I mean what's the good of being dead if you're still trying to get published on earth ,p',A,Y,the dead should stop trying to get published on earth,,S1B-026 250
res, if Saddam Hussein would undertake to do that and had done it by the deadline there would have been no hostilities ,p',A,Y,he should have undertaken to withdraw from Kuwait,,S1B-027 005
res, if the United Nations authority can see an aggressor out of his gains then I think little nations round the world will sleep easier ,p',A,Y,the UN authority should see an aggressor out of his gains,,S1B-027 069
res, if he snapped his fingers at them and it was not seen to be fully obeyed little nations would remain very anxious ,p',A,Y,the UN should retain authority,,S1B-027 070
res, if the UN settled for the BARE BONES of the resolutions and Hussein was left in power what would stop him doing it all again some time? ,p --> q,D,Y,,question,S1B-027 071
res, Ken Clarke if he WERE left in power with a lot of his apparatus intact what's to stop him doing it again sometime? ,p --> q,D,Y,,question,S1B-027 076
res, if he IS defeated when he's in Kuwait if he's removed from Kuwait if he has to accept unconditional withdrawal you simply will not have the same regime in Iraq ,p',A,Y,he should be defeated in Kuwait,,S1B-027 080
res, if he's removed from Kuwait if he has to accept unconditional withdrawal you simply will not have the same regime in Iraq ,p',A,Y,he should be removed from Kuwait,,S1B-027 080
res, if he has to accept unconditional withdrawal you simply will not have the same regime in Iraq ,p',A,Y,he should have to accept unconditional withdrawal,,S1B-027 080
inf, if the military commanders say that it is now necessary for us to move on one flank or another and occupy a substantial proportion of Iraqi territory as part of our advance I think they have every authority both from their governments and from the UN resolutions to do that ,p --> q,A,Y,,,S1B-027 103
res,Dr Sacks I'm not going to ask you to encapsulate your arguments in a few sentences because if that were possible the BBC would feel rather foolish I think at having offered you three hours of air time to develop them ,p',A,Y,I assume that it is not possible to su up your arguments in a few sentences,,S1B-028 001
inf," if we have restored an independent domain of government which is not government by church, by priests, by religious leaders then I think from a Jewish perspective that's all to the good ",q,A,Y,,,S1B-028 043
res, if the two get conflated one misses the sense of perhaps a tremendous human need which religion for so long has answered ,p',A,Y,one should not conflate the two,,S1B-028 052
tm," if you're trying to think in terms of essences the essence of religion, is the answer to everybody's question, what is the meaning of me and the other and the world ",q,A,N,,,S1B-028 060
inf,(062) There is an inescapable and always itself renewed question for any human being to understand themselves and the world (063) If that is the case then I think that we ought to ask Rabbi Sacks to say more ,q,D,Y,,,S1B-028 063
ifh, let me give you an example if ,q,C,Y,,,S1B-028 100
res, If we had one they'd be even more sophisticated ,p',A,Y,we don't have a good education system,,S1B-029 075
ifh, I would like to thank all the staff there for their great kindness to me if they happen to be listening in to this sophisticated programme ,q,C,N,,,S1B-029 082
res, If we didn't have a by-election constituencies wouldn't be represented in Parliament ,p',A,Y,by-elections are important in democracy,,S1B-029 104
inf," if he does think that he's condemning most of the previous Tory party leaders it seems to me who've had degrees in all sorts of unlikely things, even economics that pseudo-science ",q,A,Y,,,S1B-029 155
inf, if you've been to university you're no good ,p --> q,A,Y,,,S1B-029 156
inf, if Neil Kinnock WERE to become Prime Minister he'd be the first Prime Minister in British history who if they'd been to a university has been to any university other than Oxford or Cambridge ,p --> q,A,Y,,,S1B-029 167
inf, he'd be the first Prime Minister in British history who if they'd been to a university has been to any university other than Oxford or Cambridge ,p --> q,A,Y,,,S1B-029 167
res, if you can't go to Oxford and Cambridge the best thing to do is not to go anywhere ,p --> q,A,Y,,,S1B-029 172
ifh,(013:C) Would you agree though that children who are wrenched traumatically from their parents would not only be terrified but they'd also be very suggestible and inclined to say whatever they thought their interrogators wanted to hear? (014:B) If you put it that way well of course ,q,A,N,,,S1B-030 014
ifh, if you'll forgive my saying so (070) but also very arrogant ,q,A,N,,,S1B-030 068
res, damned if they do ,r,A,Y,they can't get it right,,S1B-030 107
res, damned if they don't ,r,A,Y,they can't get it right,,S1B-030 107
res, it is never one individual agency or one person that is responsible if a child is abused and left at home or taken into care and hasn't been abused ,q,A,Y,,,S1B-030 110
res, they are suitably damned if they have intervened wrongly ,p --> q,A,Y,,,S1B-030 118
res, they are suitably damned if they have held back wrongly ,p --> q,A,Y,,,S1B-030 119
tm, if you look at most of the other child death inquiries that is exactly the same ,p --> q,A,N,,,S1B-030 131
res,"the media is a factor of getting on with the operation, making the best of things if things go badly or even salving something",p --> q,A,Y,,,S1B-031 027
inf, If you want to make sure that everybody sees the real horror of war why just light on that one? ,q',D,Y,There are many pictures that could be shown,question,S1B-031 046
inf," If a nation has embarked on war although you should not withhold information, the fact of the matter is you don't want to continually bombard'em with material which will make people in a civilized society begin to have doubts to falter and so on and fall away from support of the main aim ",q,A,Y,,,S1B-031 060
inf,But if they are FOR war shouldn't it not be for ALL the consequences of war? ,r,D,Y,people should be informed of all the consequences of war,question,S1B-031 061
res, if I were a commander in chief in the field I would not hesitate to USE the press IF NECESSARY in order to carry through a deception programme ,r,A,Y,it is right not to show all aspects of war through the media,,S1B-031 077
ifh,if I were a commander in chief in the field I would not hesitate to USE the press IF NECESSARY in order to carry through a deception programme ,r,A,Y,it is right not to show all aspects of war through the media,,S1B-031 077
res, if I fall over I toddle ,p --> q,A,Y,,,S1B-032 005
dir,But if we could just for a moment concentrate on the latter years of the nineteenth century ,p,D,N,,no consequent,S1B-032 025
res,"In other words if you live in the county town of Buckingham your chief of police is the local chief inspector or superintendent, not the Chief Constable of the Thames Valley Constabulary somewhere in a manor house the other side of Oxford, but your LOCAL senior police officer ",p --> q,A,Y,,,S1B-033 007
res, if he starts going off on a frolic of his own the police authority will soon want to know precisely the justification for a certain course of action ,p',A,Y,the Chief Constable can't just do whatever he wants,,S1B-033 025
res,Roy Hattersley if you were not Shadow but actual Home Secretary would you change the structure of the police forces in a national direction? ,q',D,Y,do you think the structure of the police forces should be changed?,question,S1B-033 027
inf, If you don't accept that ACPO is accountable to nobody who is it accountable to? ,q,D,Y,,question,S1B-033 078
